name,age,grade
Jennifer Arnold,20,C
Kara White,19,C
Lisa Avila,24,A
Sherri Miles,19,C
Laura Perry,25,D
Suzanne Goodwin,18,A
Amy Murray,22,A
Jonathan Rice,21,B
Robert Andrews,25,A
Tyler Richardson,21,B
Karen Wagner,23,D
Lindsey Perry,19,A
Daniel Cross,24,B
Debra Sawyer,24,B
Daniel Johnson,21,A
Justin White,23,B
Alexis Taylor,19,C
John Anderson,23,B
Valerie Murphy,24,A
Isabella Wiggins,21,D
Donald Ramirez,22,B
Karen Brown,22,C
Tyler Garcia,18,B
Kimberly Liu,19,D
Mariah Rodgers,23,B
Holly Dennis MD,22,B
Eric Burns,19,A
Tiffany Thompson,23,C
Daniel Torres,23,D
John Richard,23,B
Jessica Johnson,25,A
Jeffrey Mccoy,23,C
Lacey Stewart,21,C
Jessica Benson,24,C
Ryan Adams,18,B
Rhonda Ramirez,20,A
Terri Evans,25,B
Peter Mason,19,D
Lindsey Gregory,20,A
Alexis Morris,19,B
Adam Lewis,22,B
Christine Sutton,19,A
Alexandra Armstrong,20,A
Tyler Perez,24,B
Andrew Schmitt,20,B
Allison Smith,23,D
David Contreras,25,D
Edward Warren,18,C
Michael Tate,19,C
Michelle Velasquez,19,B
Gilbert Mathews,24,A
Daniel Flores,22,A
Jennifer Rose,24,A
Anthony Hebert,20,D
Eric Walker,20,B
Tammy Alvarez,19,D
Chelsea Davis,20,B
Tammy Mcdonald,25,C
Sean Hernandez,21,C
Christopher Castro,19,B
Stacey Chavez,25,A
Mark Robinson,23,C
Gary Jones,19,A
Jennifer Brewer,21,A
Grant Williams,19,B
Stephanie Diaz,21,B
Michael Washington,24,A
Roy Griffin,18,B
Ryan Franklin,21,A
Jean Lopez,18,B
Anita Vega,19,B
Kim Gonzales,25,D
Mark Harvey,21,A
Brittany Lyons,21,A
Amanda Webster,22,D
Christine Page,19,D
Nicholas Williams,23,A
Elijah Brown,19,D
Donna Herrera,18,D
Julie Bennett,25,B
Donald Fisher,23,D
Joy Best,18,A
Scott Morgan,20,A
Mr. Daniel Hayes,22,C
Sandra Hodge,24,B
Bobby Roberts,19,B
Jessica Ball MD,24,C
Amy Webster,24,C
Troy Ward,19,A
Larry Myers,25,C
Kathleen Mccarty,19,B
Christina Thompson,23,C
Michelle Martinez,21,D
Susan Clark,20,A
Kenneth Hays,25,D
Willie Decker,22,A
Craig Patterson,20,B
Albert Welch,21,D
Brianna Wong,23,D
Mary Branch,24,A
Dr. Tina Moody MD,25,D
Melissa Phillips,25,B
Joanne Duncan,20,B
Hannah Nguyen,21,C
Gavin Brewer,25,B
Charles Barker,20,D
Robert Reynolds,18,D
Kelsey Schwartz,18,D
Steven Ferguson,24,B
Amber Lopez,20,C
Melissa Montgomery,24,D
Jonathan Stewart,22,A
Alexis Parker,24,D
Sharon Miller,24,D
Jacob Blair,22,D
Kaylee Nelson,19,C
Edward Jones,18,A
Kevin Mckinney,19,C
Todd Brown,20,D
Lisa Harvey,25,C
Amy Riley,22,B
Theresa Baker,24,A
Jeremy Woodward,20,C
Jason Vaughn,23,A
Clayton Cobb,21,D
Andrew Bass,19,A
Teresa Ferguson,21,C
Brett Hall,21,A
Joseph Wallace,19,B
Joseph Jenkins,19,B
Kim Castro,25,A
Jessica Cisneros,25,B
Harold Thomas,18,B
Karen Rodriguez,18,D
Deborah Ellis,21,A
Diane Smith,18,B
Edward Ryan,23,A
Kelly Daniels,22,D
Denise Rodriguez MD,21,D
Willie Lee,24,B
Megan Miller,22,D
Harry Johnson,19,A
Shelby Williamson,25,A
Sierra Nicholson,19,B
Patrick Davis,21,D
Jessica Spencer,24,C
Terry Berry,25,D
Tammy Villa,22,B
Zachary Holt,18,A
Kathryn Mcneil,22,D
Nicole Gallegos,21,B
Shannon Jones,18,B
Ashley Rodriguez,18,C
Diana Hubbard,23,B
Rhonda Valentine MD,21,D
Christine Lopez,20,C
Kimberly Butler,18,A
Patricia Reyes,18,C
Jessica Garza,25,A
Donald Marks,24,B
Nicole Lee,22,A
Gary Jimenez,20,C
Jill Salazar,19,A
Laura Vance,19,D
Joseph Morgan,21,D
Steven Wyatt,24,C
Larry Freeman,18,C
Kathleen Frost,23,D
John Anderson,23,B
Jessica Sandoval,23,C
Sarah Moore,19,D
Catherine Mcintyre,22,A
Charles Chandler,25,D
Alan Williams,24,A
Bethany Lee,25,A
Debra Munoz,20,C
Thomas Merritt,19,A
Katelyn Osborn,19,D
Heather Blackwell,20,D
Jessica Martin,20,A
Rachel Wells,20,A
Christine White,23,D
Jimmy Cole,22,A
Diana Mccullough,25,C
Sara Schneider,22,A
Traci Robinson,21,D
Judy Kerr,23,B
Jennifer Nguyen,22,C
Jennifer Marquez,23,A
Michelle Valdez,24,C
Angel Garcia,25,D
Carlos Wolfe,24,A
Luis Torres,18,C
Joshua Thompson,23,D
Karen Burton,24,B
Joshua Young,18,C
Julie Blanchard,25,B
Bryan Robinson,21,A
Taylor Hall,19,B
Todd Lee,23,D
Jessica Thornton,20,D
Elizabeth Shaw,20,B
Toni Vega,21,B
Laura Blankenship,19,D
William Smith,19,C
David Stafford,21,D
Andrea Nelson,21,A
Stephanie Davis,19,D
Carl Hutchinson,22,A
Richard Jackson,20,C
Vanessa Robinson,24,B
Megan Lucas,20,B
Tammy Hogan,24,D
Sandra Waters,24,B
Dawn Lee,25,B
Raymond Randolph,23,A
Mark Tate,18,C
Eric Wilson,19,C
Lisa Hall,19,C
Nicole Morrison,25,D
Robert May,21,D
Susan Daniels,23,A
Michele Benjamin,22,C
Margaret Gonzales DDS,23,C
Mrs. Kimberly Pitts,21,B
Michael Jackson,18,C
Richard Andrews,19,A
Jamie Maldonado,24,C
Henry Lee,22,A
Nicholas Russo,23,A
Alexander Washington,25,C
Chris Gardner,18,D
Erik Mclaughlin,19,A
Ronald Walker,19,C
Kimberly Montgomery,18,B
Anthony Reed,20,D
Manuel Stevens,21,A
Kenneth Myers,19,C
Phyllis Miller,22,D
Sarah Mejia PhD,25,B
Frances Kane,20,C
Steven Johnson,25,D
Janet Smith,25,B
Douglas Austin,25,A
Ashlee Williams,19,C
Theresa Palmer,19,B
Christopher Carter,23,B
David Hart,23,A
Randy Gross,19,D
Jeremy Mcgee,25,D
Frank Bird,23,A
Kathryn Mills DDS,24,D
Donna Taylor,20,A
Jennifer Velazquez,25,A
Kim Arnold,23,A
Joshua Decker,20,C
Nathan Ferguson,23,A
Jason Zamora,22,A
Michael Sanders,23,B
Hannah Goodman,20,A
Dawn Lyons,18,C
Anthony Phillips,18,C
Tamara Baxter,21,A
Bridget Collier,20,A
Anita James,20,D
Jessica Mcconnell,25,C
Angela Campbell,19,D
Jessica Jackson,22,C
April Boyd,18,A
Jennifer Hamilton,19,A
Emily Levy,23,B
Steven Robertson,23,A
Rebecca Baker,21,A
Caroline Romero,23,D
Cathy Ward,21,D
Allison Martin,21,D
Melanie Black,20,A
Michael Ortiz,25,C
Tyler Steele,25,B
Derek Medina,20,D
Bryan Miller,22,B
David Delgado,22,C
Tracy Porter,24,A
Michael Pena,19,B
Austin Brown,18,B
John Bray,25,C
Benjamin Leon,22,D
Jacob Jones,21,A
John Golden,20,C
Jennifer Wallace,22,D
Jason Gomez,24,D
Dr. John Kelley,22,C
Molly Crawford,18,B
Tina Garcia,21,D
Natasha Taylor DDS,21,B
Daniel Andrews,20,B
Brandy Carter,19,B
Julie Hill,19,A
Thomas Cox,20,C
Grace Montes,22,C
Kyle Dodson,24,A
Andres Allen,24,C
Melissa Costa,18,B
Daniel Blake,21,A
Steven Cruz,20,D
Ralph Bell,24,D
Christopher Benitez,19,C
Evelyn Ruiz,25,C
Marcia Wilson,20,B
Emily Blevins,19,A
Lori Wells,23,B
Jamie Ross,24,A
Steven Carter,25,D
Nicholas Bell,22,D
Eric Thomas,20,D
Tammy Campbell,21,D
Nicole Stevenson,20,A
Joe Snow,20,A
Juan Ward,19,D
Melissa Ortiz,24,D
Kimberly Scott,25,A
Jenna Adams,20,C
Isaiah Lowe,19,C
Wanda Thompson,24,D
Jonathan Rodriguez,20,D
Brian Chavez,21,D
Daniel Gonzalez,24,B
Meredith Larson,20,B
Tamara Cardenas,19,C
Paul Henderson,18,D
Sarah Mcpherson,21,D
Miguel Logan,22,D
Amy Snyder,25,D
Anthony Salinas,25,C
Christian Cooper,25,B
Russell Fletcher,19,B
Richard Booth,22,B
Samantha Wilcox,18,D
Christina Terry,23,A
Marc Brown,24,C
Chad Tran,21,B
Karen Lawrence,18,B
Felicia Kaiser,23,D
Jesse Martinez,19,B
Bonnie Boone,20,C
Rebecca Scott,19,B
Brenda Norman,19,B
Robin Jordan,18,D
Martin Stephenson,25,D
Joshua Waller,19,B
Patty Knight,18,A
Joshua Hamilton,19,B
Randy Smith,23,C
Jocelyn Avila,23,C
Donna Lopez,24,A
Maureen Herrera,19,D
David Gilbert,21,A
Michael Hamilton,18,B
John Kim,23,C
Krystal Heath,22,C
Maria Santiago,22,A
Joseph Nelson,25,A
Johnny Frost,20,A
Nicholas Howell,23,B
Lisa Logan,24,D
Greg Rowe,22,D
Candace Stephens,20,A
Kevin Roberson,24,C
Mathew Snyder PhD,19,A
Joseph Montes,24,A
Jennifer Chung,25,C
Jason Spencer,25,D
Anthony Green,18,D
Jessica Roth,24,B
Doris Mills,19,D
Natalie Baxter,20,C
Rachael Gomez,19,B
Kevin Pham,25,A
Jessica Wyatt,18,A
Angela Chapman,20,D
Nathaniel Johns,20,B
Amanda Thomas,24,A
Matthew Santana,18,D
Sabrina Gomez,20,B
Ryan Sullivan,19,D
Patrick Greer,22,B
Melinda Wheeler,20,D
Robert Benton,22,A
Laura Cooper,24,B
Rodney Robbins,25,C
Wendy Garza,20,B
Charles Patrick,25,D
Michael Leon,21,D
Shawn Lang,20,A
Christopher Thompson,23,C
Stephanie Lloyd,22,B
Katie Molina,24,B
Christopher Levy,18,D
Donna Bonilla,20,A
Gregory Middleton,22,B
Lisa Scott,18,B
Virginia Ellis,20,A
Amanda Price,20,C
Anthony Valentine,24,A
Kristen Ramirez,25,C
Aimee May,19,A
Stephen Carter,24,B
Amanda Lucas,20,C
Phillip Leach,22,D
Amanda Smith,22,D
Katherine Foster PhD,23,B
Mr. Timothy Wood DDS,20,C
Nicholas Spencer,25,A
Carlos Powell,19,A
Christopher Stephenson,23,D
Billy Coleman,24,C
John Buchanan,24,D
Joseph Lee,20,B
Erin Carey,19,C
Connie Robertson,24,A
Allison Henson,25,D
Ashley Smith,23,D
Dawn Hanson,20,D
Ashley Duran,19,B
Pamela Fuller,21,C
Susan Berry,21,A
Michael Moore,24,A
Darrell Melendez,18,D
Wanda Walters,23,C
Vincent Taylor,25,C
Kenneth Mills,20,A
Kim Wood,19,C
Brian Sanchez,21,A
Michael Wilson,18,A
Brenda Wood,23,D
Scott Jimenez,25,D
Jeremy Jacobs,23,D
John Edwards,25,A
Lisa Perez,21,A
Megan Ramirez,18,C
Rebecca Jones,22,D
Eric Rose,19,C
Matthew Garza,18,A
Benjamin Smith,25,D
Amber Davidson,22,D
Marissa Bates,22,C
Jacqueline Jackson MD,24,A
Emily Jones,24,A
Kyle Matthews,20,D
Alyssa Johnson,21,A
Craig Bennett,22,A
Juan Olson,23,A
Mrs. Robin Holloway,24,B
Tamara Brown,22,D
Roy Hill,21,B
Melissa Khan,21,D
John Williams,23,D
Clifford Phillips,18,A
Tyrone Parker,22,C
Amy Mcknight,18,A
Robert Lee,18,A
Kevin Phillips,18,D
Jacqueline Patterson,25,A
Nathaniel Hood,19,C
Christopher Patterson,21,D
Monica Cooper,25,B
Michael Morris,20,B
Teresa Gordon,18,A
Michael Hernandez,19,D
Kristy Farmer,19,D
Andrew Allen,22,D
Kathryn Hammond,21,D
Matthew Beck,18,A
Amanda Delgado,19,B
Emily Wiley,20,B
Julia Robinson,25,D
Autumn Baxter,21,B
Roberto Jenkins,18,D
Joel Rasmussen,19,B
Joseph Freeman,18,C
Marie Avery,21,D
Scott Walker,18,D
Jill Johnston,23,C
Angela Turner,20,B
Joseph West,21,C
Michelle Leach,21,D
David Wang MD,25,A
Susan Sherman,19,B
Danielle Thornton,23,C
Tina Adams,22,B
Amanda Price,21,D
Andrew Fuller,22,A
Natalie Johnson,20,A
Mary Montoya,22,C
Gregory Leonard,24,D
Scott Turner,23,A
Rebecca Carr,22,B
Marissa Jones,20,B
Rebecca Parker,21,B
Gregory Flynn,18,A
Philip Gonzalez,21,B
Jenny Jacobson,25,C
Brett Shaw,25,B
John David,25,D
Mary Jones,24,D
Jennifer Lee,19,A
Briana Smith,20,D
Alison Bailey,24,C
Jacob Erickson,19,D
Lisa Harris,24,B
Jessica Wang,22,C
Elizabeth Lee,22,B
Richard Reed,25,C
Danny Sparks,19,C
Charles Jenkins,24,B
Sheryl Hall,24,B
Matthew Mercer,23,A
Christopher Andrews,24,C
Kelly Taylor,25,B
Brianna Ramirez,20,C
Fernando Ramos,23,D
Richard Mcdowell,21,A
Justin Wheeler,18,B
Emma Garrett,18,D
Kelsey Fisher,22,B
Madison Perry,25,A
Jonathon Flynn,23,C
Andrew Scott,25,C
Kaitlyn Morgan,23,B
Anthony Hobbs,23,A
Sherry Kelly,25,C
Angela Williams,25,B
Ryan Shelton,24,D
Vanessa Carter,20,C
Stacy Wilson,22,A
James Brown,23,B
William Matthews,24,B
Jeffrey Smith,21,C
Gary Mejia,20,D
Sarah Bates,23,C
Jordan Vang,18,A
James Brown,24,B
Taylor Santos,19,C
Caitlin Cruz,20,A
Rachel Campos,22,B
Matthew Cruz,24,D
Melinda Mccall,20,C
Mr. Ryan Rios,21,C
Donald Wood,21,B
Sharon Hanson,21,B
Kendra Burns,23,C
Tiffany Jenkins,19,D
Rachel Baker,20,D
Raymond Wilson,24,D
Robert Terrell,19,A
Shelia White,22,C
Valerie Sanchez,25,C
Ruben Scott,24,C
Susan Lyons,25,B
Christopher Sloan,24,A
Brian Nash,23,C
Troy Tucker MD,19,D
Stacey Smith,20,B
Kara Parker,18,B
Lee Flores,21,B
Anthony Hall,21,D
Jacob Washington,19,B
Kenneth Sanchez,25,A
Rita Glover,18,D
Jose Dunn,23,C
Eric Fuller,25,C
Michelle Fischer,18,C
Kim Olson,25,D
Carrie Carr,24,A
Veronica Marks,20,D
Danielle Stanley,25,B
Debra Smith,21,B
Tracy Blankenship,22,A
Brent Macias,21,D
Michael Harris,25,B
Christopher Thompson,25,D
Marcus Ward,24,C
Jeffrey Johnson Jr.,19,D
Terry Schwartz,25,D
Tim Miller,24,A
Megan Phelps,22,C
Natalie Harris,18,D
James Hernandez,20,B
Geoffrey Beard,22,A
Thomas Sutton PhD,23,C
Nicole Ward,20,A
Dale Lozano,24,A
Alejandro Smith,20,C
John Chandler,18,D
John Franco,21,A
David Campbell,19,D
Jorge Watts,25,D
Melissa Kim,18,D
Todd Walters,25,D
Marc Lopez,23,A
Curtis Gonzalez,24,B
Jeremy Hill,20,B
Juan Wagner,22,B
Tracie Mitchell,18,B
Margaret Owens,20,D
Lisa Wilson,20,B
Noah Hawkins,19,D
Danielle Schmidt,20,C
Deborah Johnson,20,C
Anna White,22,D
Shawn Thomas,20,C
Wendy Ryan,25,D
Nathan Gordon,18,D
Alyssa Johnson,23,D
Elizabeth Moore,22,A
Megan Bernard,18,A
Chris Peterson,23,B
Rachael Mosley,25,A
Joseph Smith,25,A
Kathy Smith,19,D
Christopher Knight,25,D
Tracy Garcia,18,C
Stephanie Fuller,19,B
Lance Brewer,24,B
Danielle Davis,25,C
Anthony Clark,21,C
Pamela Miller,22,A
Kevin Howard,25,B
Michael Bender,21,A
David Johnson,20,C
Christopher Armstrong,20,A
April Campos,25,D
Tanya Lee,20,A
Mr. Gregg Smith,19,D
Kevin Larsen,21,C
Wendy Montoya,25,D
Michael Warner,18,A
Selena Johnson,18,D
Bryan Taylor,20,B
Jack Hubbard,24,A
Rebecca Reynolds,18,D
Nancy Guerra,22,D
Kendra Knox,24,B
Melanie Thomas,18,A
Victoria Brown,22,D
Andrea Wheeler,19,A
Rachel Francis,21,C
Robert Park,18,D
Joshua Conway,23,D
Christopher Reyes,22,C
Kenneth Hall,23,B
Gregory Reyes,24,C
David Sullivan,21,B
Vicki Gonzalez,22,C
Mrs. Marie Young,20,B
Joshua Moss,23,D
Joseph Martinez,21,A
Megan Adams,18,A
Amanda Anderson DDS,25,C
Krista Jackson,21,D
Samantha Cook,24,C
Kimberly Davis,22,B
Amy Lopez,24,A
Elizabeth Barrera,25,A
Walter Smith,19,A
Jeremiah Martin,20,D
Morgan Leonard,18,A
Kevin Reid,19,B
Katrina Chapman,23,C
Christina Hunt,19,B
Penny Mitchell,24,B
Kevin Nelson,24,B
Susan Stewart,24,C
Laurie Wood,21,C
Mrs. Jacqueline Mullen,20,C
Thomas Jones,24,B
Carmen Thomas,20,D
Shawn Moore,18,D
Lance Osborne,24,C
Mary Dillon,24,A
Nathan Christensen,22,A
John Reed,19,A
Richard Braun,24,A
Melissa Reeves,22,C
Kevin Robinson,23,C
Dr. Thomas Jones,25,D
Larry Solis,25,A
Cynthia Santiago,25,D
Lisa Day,21,C
Diane Armstrong,23,C
Brian Ashley,19,D
Richard Wilson,21,D
Brian Davis,25,D
Duane Davis,20,C
Mr. David Lawson,25,C
Kimberly Pierce,20,D
Debra Jackson,23,D
Samantha Lynn,22,D
Jessica Wood,19,A
Martin Cox,25,D
Julia Garcia,21,A
Christine Foster,20,D
Nicholas Bender,18,C
Jonathan Hayes,23,C
Stephanie Patel,22,A
Allen Wall,25,D
Mackenzie Cook,25,B
Rose Burke,25,D
Joshua Johnson,23,B
Elizabeth Reynolds,20,B
Randy Nichols,19,B
Meredith Wilson,21,C
Donald Clark,21,D
Lori Russell,23,C
Ashley Smith,25,A
Rodney Ross,20,D
Mackenzie Chavez,22,A
Nicholas Reed,20,A
Megan Sims,18,C
Joseph Richardson,20,D
Jeremy Thompson,22,B
Cheryl Livingston,24,B
Thomas King,21,B
Jeremy Lynn,25,C
Jaime Calderon,23,C
James Aguilar,19,C
Dean Bullock,25,B
Kimberly Dixon,24,B
Nancy Bruce,18,A
Frank Duffy,22,C
Michael Moreno,25,D
Steven Rios,23,C
Jody Mcfarland,24,C
Susan Howard,25,B
Cheryl Cooper,18,D
Chase Hooper,22,B
Patty House,24,A
Lisa Howard,19,B
Anna Decker,22,A
Dana Bullock,20,D
Dan Hines,21,A
Nathaniel Adams,22,D
Amy Gonzales,22,A
Evelyn Nguyen,23,D
Meredith Webster,20,C
Samuel Ramirez,21,C
Crystal Gibson,24,D
Renee Stokes,20,C
Edward Robinson,25,D
Daniel Thompson,19,B
Bonnie Waters,22,D
Anthony White MD,24,A
Ronald Mendoza,24,D
Dennis Valenzuela,23,D
Mary Cummings,24,A
Thomas Mendez,19,A
Vanessa Glover,19,C
Nicholas Ramirez,25,D
Ashley Carter,23,D
Cynthia Curry,23,C
Louis Reyes,20,D
Jeffery Marshall,20,A
Juan Novak,24,D
Richard Pacheco,22,B
Sara Perry,19,B
Dr. Kirk Rodriguez,20,A
Kim Garcia,20,A
Jonathan Gregory,21,A
Maria Jacobs,25,B
Denise Lloyd,18,A
Jessica Smith,20,B
Christy Simpson,20,C
James Rose,18,A
Jennifer Johnson,19,C
Mark Vega,23,A
Raymond Nelson,19,D
Sean Mullen,24,A
Nicholas Griffin,25,A
Amber Mcdonald,24,C
Marcus Ford,19,A
Michael Hooper,18,D
William Butler DDS,20,A
Shawn Yates,20,A
Donald Romero,25,A
Barbara Dawson,21,A
Nicole Hartman,18,B
Tony Rasmussen,21,B
William Ross,18,A
Laura Anderson,21,D
Danielle Anderson DVM,23,A
Megan Davis,25,A
Kimberly Gomez,21,D
Tammy Miller,20,A
Jennifer Carter,24,C
Melanie Flores,25,A
Diana Pena,24,D
Kelly Haney,18,C
Emily Mcguire,20,D
Mark Solis,18,D
Christie Poole,22,C
Andrea Clark,18,D
Nancy Suarez,18,A
Kathleen Conway,21,C
Timothy Hall,20,C
Brenda Chavez,21,C
Nicholas Chan,21,C
Austin Murphy,23,C
Lisa Henderson,23,D
Colleen Stephens,19,B
Bethany Romero,25,A
Mark Glenn,22,D
Trevor Petersen,18,C
Haley Coleman,18,D
William Swanson,21,D
Jared Young,24,A
Dominic Thomas,25,C
Manuel Hill,18,D
Ashley Jordan,24,C
Alyssa Simmons DDS,19,D
Mark Murillo,23,D
Amanda Clay,25,B
Joshua Cooper,22,D
Alexandra Gonzalez,21,B
Melissa Davidson,22,C
Kirk Alvarado,18,D
Kevin Washington,21,D
Brandon Avila,25,B
Gina Sherman,20,B
Lisa Casey,19,A
Benjamin Farmer,20,A
Sarah Bell,18,C
Dana Wilson,24,D
Michael Evans,20,D
Marcus Wood,22,C
Craig Schaefer,21,B
William Keith,25,D
Amanda Friedman,18,D
Joseph Young,20,A
Michael Hayden,22,B
Sergio Jackson,20,A
Diane Price,18,D
Gabriella Simmons,23,B
Seth Brooks,20,A
Maria Miller,22,C
Meghan Clark,22,D
Patricia Griffin,21,B
Stephanie Hart,23,D
Benjamin Clark,20,C
Joan Martinez,23,A
Ryan Martinez,19,A
Samantha Brooks,22,C
Dawn Martinez DVM,25,D
Christopher Baird,25,D
Elizabeth Collier,23,A
Elizabeth Vazquez,19,C
Roberta Riley,21,C
Gene Anderson,18,A
Suzanne Bell,18,D
Cynthia Allen,23,B
Hannah Smith,19,B
Barbara Mitchell,18,D
Nicholas Mosley,21,A
Joseph Bowers,20,D
Lisa Sparks,21,C
Angela Moore,19,C
Brandon Schultz,19,C
Shannon Scott,20,C
Richard Tucker,20,B
Peter Williams,21,D
Walter Bradshaw,21,D
Christopher Mcdonald,24,A
Amy Estrada,20,A
Robert Warren,18,C
Paul Jackson,22,B
Douglas Kennedy,25,B
Mitchell Silva,20,D
Ashley Costa,25,D
Jennifer Pierce,18,C
Carolyn Cobb,20,D
Sean Tran,20,D
Jeffrey Bowen,21,A
James Chen,21,D
Paul Burns,19,C
Seth Jackson,23,C
Stephen Frye,21,B
Carlos Smith,25,D
Mark Orr,18,A
Stephanie Castaneda,23,D
Mrs. Linda King,18,A
Bryan Lewis,21,C
Steven Huff,22,B
Julia Johnston,23,D
Derrick Sandoval,23,B
Kimberly Smith,20,D
Matthew Roberts,25,C
John Walters,21,B
Phillip Mcdowell,20,A
Angela Thomas,18,A
Lindsey Odom,20,C
Larry Rogers MD,20,C
Caitlin Lee,18,C
Lauren Gates,20,C
Pamela Velez,20,A
Christine Bryant,23,D
Vincent Jones,24,B
Danny Perez,22,D
David Martinez,21,D
Lindsey Roy,24,A
Michael Hammond,18,D
Nicholas Schultz,19,C
Robert Conley,18,D
Angela Campbell,21,C
Emily Jackson,21,A
Mark Rojas,19,C
Lauren Jackson,23,D
Randy Miller,23,C
Kayla Terry,19,B
Lisa Baker,23,B
Christine Rivera,22,C
Michael Mitchell,18,C
Darlene King,19,A
Mark Hall,19,A
Tiffany Krueger,21,A
Thomas Montgomery,24,A
Jennifer Alexander,19,B
Jorge Navarro,23,A
Amanda Welch,18,C
Robert Cannon PhD,18,C
Regina Snyder,20,A
Andrew Jones,20,A
Eugene Thomas,21,D
John Santana,18,C
Vanessa Jones,25,D
Victoria Roberts,21,C
Patricia Malone,21,D
Leah Wright,18,D
Travis Schmidt,19,D
Joseph Curtis,21,C
Melissa Thompson,18,A
Jeffrey Cisneros,23,C
Robert Patton,25,C
Bryan Jimenez,18,D
Ronnie Ford,25,C
Megan Beck,19,D
Michael Torres,23,B
Jennifer Peterson,24,C
Shane Simon,18,D
Ryan Wood,21,B
Robert Myers,25,D
Shannon Greene,24,B
Jake Patterson,23,B
Jasmine Fritz,25,C
Jacob Williams,20,D
Emily Stanley,23,D
Tyler Edwards,19,B
Sydney Jones,24,D
William Davidson,20,D
David Briggs,22,D
Kristopher Carter,19,D
Zachary Knight,21,C
Sarah Hawkins,20,A
Ernest Guzman,23,B
Scott Pearson,21,C
Michael Harrison,21,A
Joshua Allen,20,A
Peter Miller,21,A
Kelly Jimenez,25,C
Lisa Jones,22,A
Benjamin Porter,19,C
Christopher Barton,18,A
Steven Lopez,20,A
John Kim,22,C
Rose Boyd,23,B
Laurie Pierce,18,C
Tracy Walker,21,B
Caroline Young,23,D
Aaron Ferguson,25,A
Robert Phelps,25,A
Ryan Rogers,23,A
Cynthia Armstrong,24,D
Reginald Holt,22,B
Robert Anderson,23,D
Christy Wright,22,D
Joseph Santiago,23,D
Donna Hogan,23,C
Marcia Miller MD,18,D
Nicole Moore,25,D
Jeffery Mayo,25,D
Lisa Brooks,20,B
Brandon Jones,22,C
Brandon Clark,18,D
Donald Smith,18,B
Anna Johnson,25,B
Amanda Petersen,23,A
Jill Vazquez,20,D
Matthew Hinton,23,B
Shannon Sexton,19,D
Robert Davis,21,C
Joel Graves,25,B
Randy Fisher,18,D
Frank Spence,25,D
Darlene Weeks,25,D
Timothy Martinez,24,D
Danielle White,18,B
Kevin Bryant,18,A
Michelle Leonard,21,B
Christian Boone,19,D
Christopher Smith,22,C
Yolanda Bradley,22,D
Kari Ramirez,25,A
Christopher Green,20,D
Erica Mcdonald,21,B
John Griffin,19,C
Jaime Donovan,18,C
Caleb Hoffman,24,A
Paul Reyes,22,A
Anthony Guerrero,23,A
Robert Avila,20,D
Melissa Horne,18,C
Emma Miller,25,A
Sheila Robertson,22,D
Karen Torres,23,B
Jimmy Reid,24,C
Donna Myers,19,A
Ryan Ford,25,D
Dennis Washington,21,C
Gerald Howard,24,D
Amber Sims,19,B
Andrew Anderson,20,A
Mrs. Brittany Clark,22,B
Christopher Alvarez,23,A
Abigail Murphy,19,C
Mary Clark,18,A
Christopher Hoover,22,A
Jasmine Hudson,18,D
Christina Hobbs,18,B
Stephanie Wright,18,D
Heather Brewer,18,C
Heidi Hanson,25,C
Lisa Gonzales,25,D
Jacob Hughes,19,D
John Drake,22,D
Richard Hayes,24,B
Justin Smith,24,A
Anthony Miranda,21,B
Pamela Barrett,22,D
Marco Edwards,18,A
Jerry Brock,24,A
Peter Martinez,24,D
Christina Swanson,20,A
Anthony Hayes,20,C
Courtney Gibson,22,A
Jesse Silva,25,D
Michele Murphy,21,C
James Frank,19,C
Maria Vargas,23,B
Jessica Williams,19,D
Matthew Wagner,24,B
Justin Brooks,24,D
Kathy Noble,25,A
Kara Mayer,24,D
Jacob Johnson,25,A
Andrea Baker,24,C
Desiree Rangel,18,A
Luis Tapia,18,D
Regina Greene,19,D
Stacy Bryant,23,D
Stacey Burgess,23,C
Kathryn Davis,18,C
Tamara Peterson,24,C
Theresa Harper,19,D
Shawn Houston,21,A
Sharon Whitaker,22,B
Joshua Barnes,23,B
James Kelly,23,D
Troy Fisher,21,B
Brandon Dawson,18,C
William Barnes,21,D
Todd Hodges,20,C
Michael Fuller,23,D
Tracy Williams,21,D
Sarah Wiggins,23,A
Michael Rogers,18,D
David Clark,20,B
Gary Maxwell,19,A
Carlos Mccarthy,22,B
John Summers,22,B
Dawn Ortiz,24,B
Jacqueline Gonzalez,19,D
Sherry Wilkins,24,C
Elizabeth Reyes,25,D
Mary Ward,18,A
Jose Anderson,20,D
Gregory Marshall,24,C
Larry Pratt,24,B
Spencer Roth,25,C
Malik Richardson,18,D
Michael Shepard,24,C
Ethan Johnson,19,B
Elizabeth Smith,24,D
Melissa Morales,25,C
Brenda Clarke,21,B
Lisa Blanchard,19,C
Michael Rodriguez,23,A
Michelle Norton,21,D
Adam Campos,18,A
Patricia Stokes,23,B
Michele Baker,18,D
Christopher Warren,24,D
Zoe Newton,21,C
Patricia Hughes,20,A
Taylor Graham,18,D
Alice Stanley,18,B
Tracy Schroeder,21,A
Anthony Solomon,23,A
Brendan Phillips,24,A
Ms. Brandy Moore DVM,22,A
Joshua Torres,21,B
Tyler Pennington,20,D
Randy Roberts,23,A
